Route,Airline,FlightNum,Aircraft,Date,Time,Latitude,Longitude,Course,Kts,mph,feet,Rate,Reporting Facility
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:56:11 PM,37.1329,27.6557,↖ 337°,407,468,"24,125","-2,792",FlightAware ADS-B (HER / LGIR)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:56:42 PM,37.1859,27.6269,↖ 336°,409,471,"22,525","-2,951",FlightAware ADS-B (LTFA)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:57:12 PM,37.237,27.599,↖ 337°,404,465,"21,125","-2,675",FlightAware ADS-B (KGS / LGKO)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:57:42 PM,37.288,27.5714,↖ 337°,392,451,"19,850","-2,525",FlightAware ADS-B (KGS / LGKO)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:58:12 PM,37.3386,27.5445,↖ 337°,382,440,"18,600","-2,450",FlightAware ADS-B (HER / LGIR)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:58:42 PM,37.386,27.5199,↖ 338°,373,429,"17,400","-2,400",FlightAware ADS-B (KGS / LGKO)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:59:12 PM,37.434,27.4951,↖ 338°,369,425,"16,200","-2,325",FlightAware ADS-B (HER / LGIR)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:59:42 PM,37.4793,27.4714,↖ 337°,368,423,"15,075","-2,350",FlightAware ADS-B (KGS / LGKO)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:00:12 PM,37.5284,27.4448,↖ 336°,363,418,"13,850","-2,425",FlightAware ADS-B (HER / LGIR)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:00:42 PM,37.5731,27.4188,↖ 335°,357,411,"12,650","-2,116",FlightAware ADS-B (JKH / LGHI)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:01:08 PM,37.612,27.396,↖ 336°,345,397,"11,875","-1,402",FlightAware ADS-B (LTFA)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:01:28 PM,37.6414,27.3833,↑ 344°,327,376,"11,575",-944,FlightAware ADS-B (LTFA)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:02:02 PM,37.688,27.3658,↑ 343°,301,346,"11,025","-1,200",FlightAware ADS-B (JKH / LGHI)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:02:33 PM,37.7278,27.3511,↑ 344°,293,337,"10,275","-1,549",FlightAware ADS-B (LTFA)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:03:03 PM,37.7671,27.3368,↑ 344°,289,333,"9,450","-1,525",FlightAware ADS-B (JKH / LGHI)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:03:33 PM,37.8057,27.3231,↑ 344°,283,326,"8,750","-1,375",FlightAware ADS-B (LTFA)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:04:03 PM,37.8425,27.3097,↑ 344°,273,314,"8,075","-1,650",FlightAware ADS-B (JKH / LGHI)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:04:33 PM,37.8794,27.2963,↑ 344°,277,319,"7,100","-1,625",FlightAware ADS-B (ADB / LTBJ)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:05:03 PM,37.9158,27.2831,↑ 344°,270,311,"6,450","-1,272",FlightAware ADS-B (ADB / LTBJ)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:05:19 PM,37.9352,27.2759,↑ 344°,263,303,"6,125","-1,696",FlightAware ADS-B (ADB / LTBJ)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:05:49 PM,37.9712,27.2629,↑ 344°,270,311,"5,150","-1,525",FlightAware ADS-B (JKH / LGHI)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:06:19 PM,38.0064,27.2498,↑ 344°,257,296,"4,600",-857,FlightAware ADS-B (ADB / LTBJ)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:06:45 PM,38.0329,27.2355,↑ 342°,235,270,"4,350",-425,FlightAware ADS-B (LTFA)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:07:19 PM,38.0667,27.2248,↑ 347°,202,232,"4,175",-231,FlightAware ADS-B (JKH / LGHI)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:07:37 PM,38.0812,27.2205,↑ 347°,183,211,"4,150",-441,FlightAware ADS-B (HER / LGIR)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:08:10 PM,38.1065,27.213,↑ 346°,165,190,"3,800",-706,FlightAware ADS-B (ADB / LTBJ)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:08:28 PM,38.1198,27.209,↑ 347°,157,181,"3,550",-750,FlightAware ADS-B (JKH / LGHI)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:08:46 PM,38.1314,27.2055,↑ 346°,157,181,"3,350",-750,FlightAware ADS-B (ADB / LTBJ)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:09:06 PM,38.1455,27.2013,↑ 347°,164,189,"3,075",-908,FlightAware ADS-B (ADB / LTBJ)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:09:24 PM,38.16,27.1969,↑ 347°,161,185,"2,775",-867,FlightAware ADS-B (ADB / LTBJ)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:09:51 PM,38.178,27.1915,↑ 347°,153,176,"2,425",-763,FlightAware ADS-B (ADB / LTBJ)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:10:21 PM,38.1967,27.1858,↑ 347°,124,143,"2,050",-685,FlightAware ADS-B (ADB / LTBJ)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 03:10:37 PM,38.2059,27.183,↑ 347°,127,146,"1,900",-600,FlightAware ADS-B (ADB / LTBJ)
